design,fold_id,held_out_group,model_id,family,train_rows,validation_rows,fit_seconds,inference_seconds,n,mae,rmse,bias,r2,precision_weighted_n,precision_weighted_mae,precision_weighted_rmse,precision_weighted_bias,precision_weighted_r2
leave_profile_out,leave_profile_out_P-H05,P-H05,M1_ridge,ridge,858,5,0.03059660000144504,0.0118335000006482,5,19.51249074080226,27.76488310224895,-15.352361191590465,0.2268238671076518,5,18.266608814892766,26.72457866001267,-13.996082909815083,0.25602463757713934
leave_profile_out,leave_profile_out_P-H05,P-H05,M2_extra_trees,extra_trees,858,5,0.5068657999945572,0.020774699994944967,5,19.06966463953503,25.486682918298193,-12.334345986040146,0.34850157143032057,5,17.996669629698737,24.57872759149334,-11.084993880830543,0.37070307081505394
leave_profile_out,leave_profile_out_P-H06,P-H06,B1_persistence_last_rate,persistence,855,6,0.00047080000513233244,3.399999695830047e-05,6,3.723548589540739,3.9223242522803194,-0.7056716671386505,-5.035022004029996,6,3.74616025055841,3.9496704522171213,-0.774882036405758,-5.262554483881861
leave_profile_out,leave_profile_out_P-H06,P-H06,B3_profile_robust_trend,profile_robust_trend,855,6,0.0010466999956406653,0.0003276999923400581,6,3.805186744800681,3.923993475670851,-0.5651811669757314,-5.0401597452246305,6,3.819099709386667,3.9412040200787386,-0.6188805924337853,-5.235734694584292
leave_profile_out,leave_profile_out_P-H06,P-H06,B5_fixed_kalman,fixed_kalman,855,6,0.00042810000013560057,0.018931499987957068,6,2.483715318306608,2.965747576153927,-1.4045352210120194,-2.4503268648267276,6,2.4943479888731015,2.991624956467553,-1.4551896565019664,-2.5928913996124345
leave_profile_out,leave_profile_out_P-H06,P-H06,M1_ridge,ridge,855,6,0.02845730000990443,0.010584999996353872,6,6.857808663676759,8.063924474569786,-6.412900498869421,-24.50849139177134,6,6.846462443452094,8.070296202938389,-6.411684326489795,-25.146209996464528
leave_profile_out,leave_profile_out_P-H06,P-H06,M2_extra_trees,extra_trees,855,6,0.5051253999990877,0.020688000004156493,6,1.1807176225959208,1.2669379243753665,0.07918503767233528,0.3703451624594446,6,1.1593231943167712,1.2504773548003218,0.08079136694191158,0.372257607893951
leave_profile_out,leave_profile_out_P-H07,P-H07,B1_persistence_last_rate,persistence,867,7,0.0004797000001417473,4.3199994252063334e-05,7,4.232733060290239,4.891230944073245,-4.232733060290239,0.8363608964225959,7,4.218517101023766,4.873512786087715,-4.218517101023766,0.8354849554870442
leave_profile_out,leave_profile_out_P-H07,P-H07,B3_profile_robust_trend,profile_robust_trend,867,7,0.0009475999977439642,0.00019880000036209822,7,5.363841973401728,6.280431051758624,-5.363841973401728,0.7302076330981825,7,5.386418731558904,6.304683300133841,-5.386418731558904,0.724673539780609
leave_profile_out,leave_profile_out_P-H07,P-H07,B5_fixed_kalman,fixed_kalman,867,7,0.00042690000555012375,0.01926989998901263,7,3.6724208766852824,4.038696238932883,-3.2252656335045886,0.8884336734144272,7,3.6785119241201225,4.038845931047462,-3.232850992185869,0.887011049999797
leave_profile_out,leave_profile_out_P-H07,P-H07,M1_ridge,ridge,867,7,0.028046400009770878,0.012810000000172295,7,4.67977516648473,5.321778112357972,-2.0695095989797556,0.8062845410182742,7,4.609125675040477,5.2554206533594785,-1.9708945655318937,0.8086905748974939
leave_profile_out,leave_profile_out_P-H07,P-H07,M2_extra_trees,extra_trees,867,7,0.5016543000092497,0.019794799998635426,7,2.0859571798957575,2.741191618836706,0.33116905116502005,0.9486039734862118,7,2.0716322886510503,2.733498958881766,0.31157469678889865,0.9482441762412158
