design,fold_id,held_out_group,model_id,family,rows,n,mae,rmse,bias,r2
train_rolling_origin,rolling_02,,B8_student_t_robust_imm,imm_student_t_robust_observation,12,12,13.003997875618222,18.9476940937573,3.151316765116463,0.7066470859039999
train_rolling_origin,rolling_03,,B7_two_regime_imm,imm_damped_acceleration,88,88,4.742259092225739,6.969901709770509,-1.4616728070035907,0.9400194882402626
train_rolling_origin,rolling_03,,B6_adaptive_kalman,adaptive_kalman,88,88,5.11296436349908,8.350169617298771,-1.8493870715007654,0.913911041385816
train_rolling_origin,rolling_03,,B8_student_t_robust_imm,imm_student_t_robust_observation,88,88,5.324866051899677,9.97798447291099,-1.7624740963335546,0.877074351787712
train_rolling_origin,rolling_03,,B5_fixed_kalman,fixed_kalman,88,88,5.470521862041617,9.268961226829548,-2.183561456841423,0.8939235467216491
train_rolling_origin,rolling_03,,B1_persistence_last_rate,persistence,88,88,6.278201475220701,9.724149354170072,-1.2127827066709447,0.8832491366656144
train_rolling_origin,rolling_04,,B7_two_regime_imm,imm_damped_acceleration,14,14,11.811647653961776,17.764846255831543,-10.737017993949346,0.793510420775419
train_rolling_origin,rolling_04,,B8_student_t_robust_imm,imm_student_t_robust_observation,14,14,11.913491521954944,17.912120500750852,-10.808294808360682,0.7900725467303511
train_rolling_origin,rolling_04,,B1_persistence_last_rate,persistence,14,14,13.514482114265325,19.865690592691244,-12.504819733755133,0.7417843462507177
train_rolling_origin,rolling_04,,B6_adaptive_kalman,adaptive_kalman,14,14,13.968997097792142,21.097649834111937,-12.787220198660432,0.7087651165746536
train_rolling_origin,rolling_04,,B5_fixed_kalman,fixed_kalman,14,14,15.223816439317751,23.49969789579604,-14.080079168220529,0.6386735193172123
train_rolling_origin,rolling_05,,B8_student_t_robust_imm,imm_student_t_robust_observation,88,88,5.831074817936809,10.946864735809527,0.31653196232962744,0.9048994362932273
train_rolling_origin,rolling_05,,B7_two_regime_imm,imm_damped_acceleration,88,88,6.014953289421122,11.34116677270468,0.5239698014585853,0.8979250769295285
train_rolling_origin,rolling_05,,B1_persistence_last_rate,persistence,88,88,6.104172770658447,10.470596431765475,1.0242381158204608,0.9129945556349127
train_rolling_origin,rolling_05,,B6_adaptive_kalman,adaptive_kalman,88,88,6.775352131647587,12.086702282509183,-0.47352421008369594,0.8840637531114188
train_rolling_origin,rolling_05,,B5_fixed_kalman,fixed_kalman,88,88,7.194351417200138,12.969706758703836,-0.8303176357725094,0.8665053375669348
